31,1.1,163.39,349.23,455.39,623.16,644.59,690.92,712.21,855.27,834.63,842.35
32,1.3,263.1,468.94,630.1,733.11,788.72,877.81,862.68,916.24,957.62,987.46
33,1.44,388.51,643.63,754.23,844.7,868.76,896.73,914.81,1008.84,989.81,966.81
34,1.02,57.68,175.29,271.07,307.2,375.94,385.57,473.87,470.22,567.56,478.1
35,1.01,78.13,134.28,256.77,213.63,358.21,553.32,482.4,448.72,422.23,665.84
36,1.03,52.25,117.56,308.51,325.98,423.79,454.96,413.16,500.7,620.04,582.53
37,1.74,340.93,678.74,780.79,845.17,942.93,974.54,974.33,947.38,988.59,1028.57
38,1.62,417.99,745.32,813.21,845.71,942.36,937.51,962.43,989.06,999.57,1028.5
39,1.69,418.95,685.92,803.41,855.53,915.44,977.38,975.04,997.36,1007.99,1027.66
40,1.75,463.14,735.09,830.67,920.21,915.28,974.57,994.81,988.76,1029.86,1028.91
41,2.1,488.02,743.25,840.23,910.78,923.2,946.14,982.04,1006.8,1029.38,1038.81
42,1.31,279.65,532.34,700.24,769.19,856.53,917.36,925.29,945.64,939.56,976.81
43,1.27,332.31,652.48,761.96,845.76,888.0,936.96,965.5,885.71,978.18,1018.38
44,1.46,423.92,727.04,824.3,872.58,924.95,959.1,962.3,998.88,1008.25,1039.37
45,1.68,430.56,694.74,831.67,882.8,943.03,938.2,963.82,1007.93,1008.1,1016.95
46,1.05,197.18,516.46,654.43,760.45,876.33,747.91,885.67,948.75,937.67,1007.0
47,1.21,233.85,520.15,674.62,806.2,770.39,908.23,863.64,875.82,935.07,965.52
48,1.68,449.37,726.42,823.46,900.98,963.25,976.32,931.81,1017.89,1009.91,1040.37
49,1.58,419.5,702.58,762.32,873.04,904.69,946.42,984.37,988.65,1008.95,996.46
50,1.32,410.68,663.8,823.82,837.09,867.42,907.01,953.45,947.23,999.42,1029.17
51,1.48,423.1,701.41,816.17,872.63,933.16,956.83,992.91,956.75,1028.98,1027.28
52,1.02,111.66,289.44,325.97,482.98,595.41,593.32,643.01,784.8,802.68,842.25
53,1.56,434.19,693.44,838.66,862.2,906.18,955.98,982.84,1007.22,999.39,1016.77
54,1.23,337.49,622.26,761.93,864.95,857.45,915.98,964.27,946.01,1018.78,997.04
55,1.72,446.65,700.32,839.36,870.45,952.71,963.27,974.45,967.61,1007.35,1016.63
56,1.42,360.54,663.67,778.64,890.85,894.44,947.38,994.33,995.55,1009.24,987.31
57,1.88,376.78,664.75,804.2,889.79,913.75,956.52,973.7,978.2,1007.94,1028.51
58,1.36,354.07,649.06,786.52,855.0,882.87,896.85,955.08,946.22,999.05,1027.39
59,1.06,106.36,313.35,465.47,632.35,607.27,749.16,732.54,785.33,854.5,853.27
60,1.16,242.07,517.36,691.8,778.96,847.46,837.73,915.79,957.77,936.04,956.43
61,1.47,405.7,709.29,833.0,862.96,923.64,948.12,934.22,997.94,988.68,1028.26
62,1.19,227.67,537.39,707.86,827.12,798.87,879.5,893.76,966.73,936.22,1018.12
63,1.36,378.25,632.73,777.85,846.45,923.72,908.0,962.86,956.37,955.39,996.52
64,1.43,330.42,616.73,736.95,842.97,857.0,925.23,935.44,966.5,1018.86,1017.3
65,1.27,331.64,673.86,751.85,817.35,885.27,917.57,976.31,967.73,946.99,985.74
66,1.29,250.42,542.61,664.66,808.71,826.07,927.46,941.27,957.03,977.04,955.03
67,1.32,338.58,581.43,768.53,862.96,875.38,945.09,924.77,966.11,937.76,1017.66
68,1.52,357.46,642.32,831.37,835.21,914.32,946.66,964.66,977.49,977.95,1017.46
69,1.65,360.85,672.27,752.42,844.07,924.56,936.44,923.55,987.32,987.85,986.75
70,1.22,311.83,650.08,676.02,789.04,864.56,887.11,946.88,947.75,947.84,988.09
71,1.7,390.61,708.27,823.82,915.9,925.23,927.13,994.9,979.52,1012.46,996.44
72,1.73,264.46,604.5,822.81,863.26,894.22,897.06,983.64,987.05,1009.4,996.08
73,1.56,390.16,667.05,786.7,854.05,876.16,928.75,964.09,967.26,1008.98,1008.95
74,1.15,255.54,515.26,675.35,798.11,865.67,838.92,964.62,917.24,915.12,997.27
75,1.76,435.06,723.17,821.72,901.35,933.67,967.25,973.88,1018.59,996.89,1028.6
76,1.23,248.6,561.68,661.94,791.27,826.39,897.09,866.0,947.99,970.22,945.79
77,1.21,327.05,600.2,701.43,818.12,769.06,908.01,894.75,925.7,966.5,1038.87
78,1.21,255.75,547.99,728.26,816.45,837.04,907.37,924.81,937.11,978.49,967.21
79,1.47,386.87,636.85,789.46,873.58,895.86,908.35,954.07,997.41,999.39,1026.84
80,1.68,390.47,679.98,787.2,888.21,893.1,919.76,974.47,977.63,1019.08,1006.82
81,1.42,328.68,683.9,760.39,890.24,888.31,927.54,933.74,957.82,1019.16,1006.82
82,1.08,194.57,453.95,604.91,708.25,781.37,789.9,884.41,855.94,906.44,914.42
83,1.36,308.87,632.4,771.8,760.25,849.53,919.11,963.68,966.55,990.02,976.51
84,1.28,352.65,657.18,796.5,853.5,857.56,926.79,985.85,958.57,987.6,997.17
85,1.12,272.08,633.12,664.69,788.63,847.04,928.72,893.15,904.35,947.7,988.54
86,1.11,202.65,468.75,566.27,751.28,817.53,768.18,872.73,846.14,946.78,904.33
87,1.24,263.15,579.44,780.38,769.74,837.33,898.17,892.09,957.57,988.34,986.52
88,1.1,217.14,514.49,640.79,734.03,829.17,868.54,873.88,975.87,926.99,975.85
89,1.37,363.24,670.7,726.8,827.78,914.63,878.26,963.92,956.32,987.21,1029.66
90,1.18,238.91,639.2,694.94,846.01,798.71,878.94,884.44,947.71,946.77,997.84
91,1.22,262.27,615.72,706.56,817.84,836.23,907.86,904.4,965.48,905.5,944.87
92,1.38,256.78,555.48,770.69,835.64,856.07,877.97,924.13,997.56,1007.97,986.32
93,1.54,378.65,630.56,812.63,872.62,924.2,957.11,973.35,1000.26,968.27,986.51
94,1.08,221.82,422.28,569.45,669.01,693.45,811.48,812.87,795.57,804.49,945.05
95,1.04,202.09,440.18,534.06,743.35,779.65,838.04,854.38,916.26,884.83,965.52
96,1.04,126.01,242.15,491.78,565.47,597.21,631.53,683.12,693.36,720.85,873.19
97,1.04,57.3,313.57,463.96,579.73,694.6,719.69,772.88,784.51,803.16,873.41
98,1.07,167.87,392.63,567.81,613.47,740.56,729.99,863.44,875.3,867.04,954.26
99,1.05,101.13,327.71,508.4,612.71,617.06,711.88,853.99,844.91,751.25,862.04
100,1.17,296.26,626.42,719.98,827.85,839.09,948.34,913.62,946.89,967.17,946.92
101,1.04,90.44,343.56,454.41,538.91,637.1,680.21,722.02,753.2,834.81,851.97
102,1.2,218.07,408.24,559.31,696.93,750.95,790.63,864.6,874.86,883.98,933.92
103,1.29,342.62,601.25,715.09,827.24,848.02,917.0,972.98,978.09,979.04,998.42
104,2.8,444.01,690.83,847.57,890.62,942.15,967.9,985.11,1008.09,1008.83,1006.98
105,1.64,391.91,654.19,789.42,892.09,933.11,929.47,984.79,958.12,990.3,1008.17
106,1.33,368.2,600.96,753.7,818.86,931.2,908.0,965.93,958.55,987.97,957.11
107,1.16,231.5,568.04,682.34,779.79,771.42,819.44,913.65,857.44,926.62,914.37
108,1.06,124.21,290.35,396.45,447.34,547.9,732.17,694.76,713.87,732.15,768.87
109,1.22,236.79,523.94,692.12,781.08,847.12,916.57,884.31,874.53,978.57,967.08
110,1.03,75.87,140.59,280.59,307.0,405.96,533.27,513.21,510.92,596.34,529.85
111,1.31,365.7,607.24,762.79,852.99,921.45,927.85,943.97,988.61,1007.5,987.66
112,1.24,262.34,596.0,726.32,797.51,903.1,937.75,952.68,977.25,975.68,976.23
113,1.16,139.14,414.39,613.77,677.68,797.31,849.24,851.96,864.73,948.62,988.03
114,1.22,258.9,545.56,735.1,790.52,865.69,849.53,946.27,957.17,969.04,998.55
115,1.97,447.86,719.07,823.46,872.94,933.04,965.22,965.83,987.91,1008.18,1017.43
116,1.35,274.89,582.25,729.72,826.27,896.01,927.36,924.1,957.2,1009.32,998.41
117,1.1,160.88,445.11,648.58,780.72,787.88,837.9,863.88,906.23,905.71,925.52
118,1.24,214.88,514.3,719.13,742.58,768.13,848.55,873.22,915.64,936.74,965.87
119,1.5,377.28,728.13,839.63,881.12,934.6,935.27,984.2,988.71,988.41,1017.59
120,1.38,241.15,562.01,630.4,814.64,845.94,915.5,914.51,917.84,968.2,1006.62
121,1.34,269.94,617.21,717.16,881.09,844.42,906.09,891.82,977.28,955.87,987.83
122,1.02,156.7,374.42,466.28,602.85,673.64,672.39,693.72,814.97,825.15,852.31
123,1.51,353.71,632.99,784.58,837.44,875.83,935.97,924.26,947.57,987.94,1028.6
124,1.32,288.05,624.51,692.53,844.75,797.19,900.03,944.24,927.64,957.02,997.61
125,1.05,84.42,281.41,386.22,531.28,598.07,592.08,694.76,662.63,752.8,780.3
126,1.27,395.13,633.16,709.15,754.33,906.02,926.59,944.09,988.94,997.23,955.74
127,1.84,434.43,741.79,823.14,871.71,932.55,915.67,984.89,988.22,1009.55,1008.17
128,1.19,170.05,485.66,619.97,761.92,808.75,819.5,823.54,896.4,936.81,944.25
129,1.21,256.21,541.8,648.09,790.78,808.76,888.01,893.46,954.38,997.56,987.81
130,1.42,342.35,635.11,761.69,851.12,892.83,958.31,985.46,958.01,977.2,996.68
131,1.17,248.2,510.36,700.47,788.51,892.66,876.25,913.75,987.87,946.29,998.51
132,1.33,305.71,659.66,734.57,809.02,875.94,928.59,902.74,986.25,1009.22,995.92
133,1.71,424.77,694.06,807.76,900.73,936.17,947.17,993.12,998.67,1008.34,997.93
134,1.89,402.32,694.47,850.9,881.56,923.96,976.99,974.93,1008.42,1019.37,1038.92
135,1.17,230.3,530.44,710.27,779.06,876.09,909.03,914.71,957.67,966.28,1017.79
136,1.8,391.89,715.57,814.82,861.65,923.9,966.42,965.97,946.58,1008.06,1017.37
137,1.13,178.09,383.02,497.51,591.92,656.02,749.63,732.65,866.32,813.92,894.37
138,1.05,145.21,289.24,491.92,660.27,626.22,720.04,824.59,795.04,812.01,852.14
139,1.57,412.71,645.44,834.08,881.37,902.2,965.36,993.93,977.14,1029.56,1028.67
140,1.26,254.07,555.83,604.65,800.08,751.2,849.15,894.46,877.01,927.89,914.67
141,1.56,388.32,712.16,764.37,844.74,923.03,918.11,954.73,967.21,1007.9,1037.92
142,1.5,416.63,680.57,777.68,855.34,906.76,956.45,935.5,996.34,996.73,1026.91
143,1.13,148.63,401.43,640.35,733.53,798.9,787.09,813.05,866.84,895.49,925.31
144,1.3,374.95,606.77,762.36,790.93,848.0,937.6,931.97,938.63,965.54,1016.49
145,1.73,340.19,663.16,804.57,883.48,933.06,945.04,951.49,997.73,977.48,975.01
146,1.6,355.45,624.78,797.55,834.85,901.51,966.78,985.37,997.48,1018.21,1008.38
147,1.33,308.24,553.51,666.25,743.5,815.58,916.74,944.46,905.46,926.89,966.36
148,1.18,261.61,575.16,719.42,824.84,873.56,889.36,884.25,927.93,979.17,997.92
149,1.39,408.87,622.94,769.92,872.79,952.64,936.59,953.28,946.74,989.3,997.08
150,1.03,91.73,242.56,522.92,445.02,480.08,581.74,592.93,714.49,751.5,737.55
151,1.61,335.81,663.1,787.59,871.89,907.15,895.53,944.84,968.44,1008.39,987.12
152,1.38,365.94,571.63,781.02,800.21,892.66,850.07,925.74,987.71,967.31,997.73
153,1.04,150.18,344.99,440.37,567.47,662.74,691.93,744.19,712.29,814.19,862.33
154,1.27,317.94,666.33,778.55,778.47,877.45,935.38,993.4,988.69,976.86,1017.38
155,1.11,212.55,462.96,570.11,670.02,797.49,780.52,862.62,877.61,977.87,937.12
156,1.26,327.75,556.18,675.71,806.95,846.17,946.35,956.93,977.59,917.19,987.88
157,1.26,229.77,496.1,717.29,732.19,845.37,887.21,903.81,968.75,979.45,965.1
158,1.05,117.59,334.95,534.47,603.16,645.85,672.66,773.07,772.92,731.14,780.07
159,1.12,113.1,276.13,324.71,502.63,587.83,484.2,684.18,673.38,793.34,800.34
160,1.13,220.5,533.4,692.15,751.19,882.11,867.86,953.52,936.28,914.55,996.54
161,1.23,275.17,554.78,763.84,770.23,838.13,906.93,955.19,905.15,937.14,985.7
162,1.17,212.22,571.45,682.95,819.17,828.49,859.26,844.17,884.92,906.13,996.33
163,1.12,193.13,405.26,631.06,722.29,800.0,789.38,872.69,904.95,926.74,935.61
164,1.26,311.03,509.68,735.01,754.0,902.45,907.76,963.87,988.69,997.15,984.97
165,1.2,265.12,533.18,648.21,798.47,799.52,876.32,922.23,957.23,947.93,935.01
166,1.18,214.93,524.32,699.91,779.73,863.29,856.82,903.05,968.05,875.54,976.0
167,1.33,332.84,679.53,725.15,833.86,866.5,885.93,923.05,957.41,965.44,1018.62
168,1.11,146.74,493.35,527.78,705.37,759.39,799.21,792.61,814.54,895.21,891.18
169,1.14,226.27,352.43,577.68,706.1,732.36,830.2,752.02,895.09,927.08,882.58
170,1.07,113.3,344.29,421.9,529.44,616.37,679.89,754.29,744.68,917.05,789.94
171,1.11,194.32,422.66,646.14,688.57,751.61,788.47,883.07,814.26,907.0,934.18
172,1.05,101.35,226.25,279.71,437.18,463.08,573.57,672.47,723.21,772.58,760.31
173,1.18,211.68,407.3,568.94,659.85,713.65,799.44,885.3,834.26,937.41,894.42
174,1.04,45.68,180.37,289.51,344.26,366.14,484.92,533.86,520.3,566.74,644.7
175,1.41,337.25,691.92,753.83,864.46,809.57,927.23,944.17,987.12,997.06,956.77
176,1.11,119.48,311.19,471.79,593.02,653.39,710.99,763.27,783.68,742.7,840.39
177,1.11,223.94,398.66,535.45,769.99,721.73,847.46,874.92,874.67,947.89,955.57
178,1.09,141.1,492.67,613.73,676.37,712.09,818.1,873.59,946.43,896.86,924.14
179,1.0,73.84,230.04,367.61,473.9,550.22,611.77,664.23,682.1,638.85,842.51
180,1.16,258.65,568.74,743.23,798.66,877.07,876.65,934.58,946.82,926.57,976.06
181,1.72,397.42,658.83,786.99,861.02,913.97,938.22,973.42,948.09,1021.28,1017.57
182,1.52,421.47,678.92,770.64,873.56,933.63,956.93,974.41,1009.26,998.67,998.69
183,1.22,283.0,531.45,663.95,871.17,847.93,866.25,922.97,948.35,956.7,955.47
184,1.66,394.5,703.4,803.37,872.1,905.12,945.82,964.99,987.84,988.43,1028.29
185,1.3,269.91,523.6,727.19,786.58,867.94,888.29,953.44,987.61,967.23,986.85
186,1.19,253.13,522.7,653.63,708.97,778.45,907.96,920.95,916.91,937.24,966.54
187,1.25,285.36,577.88,696.96,762.64,904.6,905.53,934.91,935.84,967.28,988.36
188,1.32,321.84,623.8,770.38,791.43,876.3,957.2,964.76,935.63,967.36,975.89
189,1.1,247.26,505.81,612.8,741.95,750.33,777.67,875.44,895.32,957.99,955.77
190,1.45,326.66,576.89,742.7,834.33,905.83,852.11,934.55,949.43,926.84,996.65
191,1.19,290.2,578.67,723.63,835.31,865.15,897.36,935.85,946.78,987.78,1030.11
192,1.52,398.92,655.46,779.32,806.4,913.09,956.59,996.18,986.09,999.9,1016.2
193,1.41,399.28,640.78,806.83,882.19,931.57,957.16,934.19,965.37,996.26,1017.65
194,1.14,191.1,462.45,639.18,723.96,808.96,839.37,853.75,916.35,895.36,975.31
195,1.72,430.52,719.28,834.4,885.33,945.14,975.72,997.16,997.33,1017.04,1027.93
196,1.28,251.65,615.04,733.91,788.06,934.14,867.15,943.72,937.15,956.32,1027.37
197,1.74,421.12,694.52,794.85,872.79,922.95,916.23,984.54,956.28,1029.39,1039.35
198,1.42,319.0,631.08,691.71,807.71,826.71,925.64,973.22,946.28,957.9,998.03
199,1.38,363.72,679.81,754.18,844.83,876.39,947.82,943.19,956.64,1018.93,976.62
200,1.7,380.05,654.08,813.79,889.65,931.84,977.11,963.39,947.29,999.97,985.95
201,1.33,334.43,577.43,734.54,759.54,905.79,897.47,963.39,978.85,1000.22,1017.64
202,1.21,304.44,657.01,709.13,808.3,884.8,974.44,923.97,947.02,1009.15,976.09
203,1.95,489.43,701.64,822.08,891.21,888.45,957.89,984.25,1008.78,1009.88,1018.14
204,1.61,355.73,665.8,769.86,870.04,953.1,977.09,984.66,996.65,999.32,1020.62
205,1.64,411.27,695.52,798.55,881.07,913.59,946.03,965.23,999.23,1019.33,1018.46
206,1.34,318.03,570.4,754.09,815.86,893.11,925.39,964.5,947.22,978.56,996.72
207,1.27,326.79,608.59,754.77,787.06,809.47,927.86,853.66,938.19,968.27,1005.55
208,1.08,157.41,376.65,598.05,780.4,838.07,837.15,861.97,877.51,968.04,998.1
209,1.6,427.14,687.96,823.19,871.43,913.12,945.93,955.02,996.51,988.99,996.78
210,1.23,354.27,649.22,736.7,787.15,923.71,888.03,944.65,937.78,936.36,967.42
211,1.73,416.91,643.64,786.58,879.03,923.1,959.15,973.69,987.37,956.5,1038.36
212,1.54,370.71,664.55,779.07,854.43,894.99,966.96,973.06,987.32,979.69,1019.36
213,1.44,389.0,677.18,761.11,862.79,926.07,909.5,995.21,1005.91,1018.04,966.96
214,1.4,400.63,710.95,761.46,852.14,944.82,956.62,965.35,956.01,998.8,1019.02
215,1.28,375.18,632.82,799.61,825.12,876.36,968.01,914.68,966.99,967.39,976.83
216,1.27,277.41,590.6,761.84,808.47,836.93,877.74,944.45,926.53,988.99,1009.6
217,1.43,366.96,661.86,788.14,856.49,915.5,968.33,964.34,969.92,977.53,997.79
218,1.68,372.5,680.12,770.0,872.44,924.09,944.99,964.32,1007.69,1007.98,997.94
219,1.15,208.03,522.91,585.55,703.33,702.57,797.81,864.33,884.63,887.51,955.06
220,1.34,267.81,569.66,690.14,788.68,892.81,829.02,892.73,955.71,945.68,976.44
221,1.21,274.38,578.26,777.91,847.62,875.54,927.97,943.13,957.44,967.25,946.36
222,1.1,150.94,374.09,508.64,631.61,721.06,768.35,812.38,875.71,866.18,904.48
223,1.32,140.96,462.01,684.74,704.39,787.51,818.21,885.69,894.99,895.04,923.73
224,1.03,44.95,260.9,403.91,485.03,636.87,758.86,763.71,743.92,865.08,810.54
225,1.01,91.03,213.81,404.32,436.11,433.06,670.75,644.19,641.32,751.13,675.93
226,1.39,319.17,629.52,744.26,845.39,864.59,890.42,944.12,946.34,946.05,1027.7
227,1.32,320.58,563.12,745.24,854.15,887.26,869.17,945.44,947.52,989.68,916.0
228,1.13,145.99,376.88,515.07,539.76,655.36,709.7,733.85,762.37,876.24,893.22
229,1.34,260.28,553.32,764.51,826.13,884.39,907.43,894.49,937.31,977.91,976.91
230,1.36,311.54,649.7,727.45,796.44,828.66,918.79,921.92,916.53,956.2,1029.11
231,1.03,88.29,220.39,368.68,529.61,520.59,592.13,633.31,692.62,741.28,727.97
232,2.31,462.51,663.71,839.27,883.34,963.76,947.35,1004.59,987.31,1008.65,1018.52
233,1.12,235.7,452.34,615.73,725.04,760.53,840.43,885.27,896.1,874.39,966.27
234,1.18,304.4,576.59,737.04,818.74,886.34,947.31,944.45,925.54,978.83,1008.02
235,1.13,133.29,309.26,342.64,518.76,501.36,661.07,633.79,612.05,762.86,830.48
236,1.48,351.94,593.04,779.73,869.26,914.04,946.02,944.33,986.89,997.57,997.96
237,1.26,323.49,605.7,744.67,828.06,896.3,928.94,964.2,999.01,987.52,985.95
238,1.42,320.84,601.89,807.22,826.42,914.49,947.16,942.35,987.93,1020.94,1029.38
239,1.33,371.4,587.03,762.65,834.52,866.19,916.45,945.44,996.15,1019.73,995.7
240,1.75,409.31,709.72,797.66,864.34,895.44,966.13,985.45,977.26,998.67,1018.06
241,1.08,117.67,314.38,550.44,639.63,644.77,721.24,782.98,865.19,772.71,882.58
242,1.54,427.09,677.29,745.55,816.38,913.02,916.26,981.33,967.44,976.9,1008.11
243,1.08,179.48,440.36,682.38,696.13,799.66,819.32,876.07,927.72,937.38,946.24
244,1.19,335.33,655.12,686.63,816.31,877.11,898.25,941.81,896.42,946.25,1008.26
245,1.2,321.84,577.71,697.9,827.21,847.94,887.23,914.11,916.76,936.71,987.54
246,1.05,122.86,243.97,412.57,511.77,655.75,603.82,704.2,601.71,720.65,830.55
247,1.22,271.65,591.72,734.68,825.6,836.96,926.72,955.36,987.49,957.43,987.04
248,1.02,85.98,256.61,448.57,456.7,626.08,600.97,603.27,712.23,761.37,768.65
249,1.3,299.84,584.43,690.88,763.28,847.98,947.03,963.59,936.93,936.66,1016.89
250,1.29,350.54,654.79,743.56,788.35,905.4,937.52,943.45,967.94,998.88,996.82
251,1.13,256.07,500.87,691.03,752.58,790.26,837.69,873.6,959.15,946.74,913.52
252,1.04,45.37,165.83,211.72,361.8,444.55,416.28,603.7,570.96,515.33,551.52
253,1.23,336.12,584.85,716.01,862.94,817.46,917.33,921.2,967.74,978.17,986.28
254,1.5,311.7,628.84,710.07,846.12,914.54,936.22,904.83,987.48,1000.09,1007.01
255,1.35,262.96,570.93,744.29,799.33,827.58,877.88,905.28,905.17,968.93,977.72
256,1.23,295.41,600.82,735.87,855.36,857.06,896.28,874.38,976.16,945.81,1007.41
257,1.1,174.35,409.22,541.94,716.76,722.21,820.49,824.3,887.0,865.52,924.9
258,1.38,336.79,663.87,779.82,861.59,893.02,936.98,973.39,968.65,999.46,997.82
259,1.22,265.69,506.92,612.09,723.68,787.69,819.63,914.92,928.21,978.91,974.57
260,1.04,56.51,165.29,254.2,399.24,357.16,474.83,552.72,540.65,557.17,612.69
261,1.11,163.42,367.36,542.74,649.92,634.64,790.26,823.28,896.69,782.36,872.56
262,1.18,334.31,624.57,743.35,826.89,859.54,926.2,923.0,967.62,976.67,996.96
263,1.2,174.61,510.13,638.7,706.36,730.59,731.48,891.68,906.55,877.22,945.1
264,1.14,164.09,524.72,580.63,678.67,799.21,817.54,883.93,885.52,946.76,956.42
265,1.11,118.8,344.19,597.36,668.51,692.58,771.41,775.73,866.33,822.84,936.15
266,1.28,315.46,608.94,753.79,889.61,884.63,886.96,944.56,967.31,966.55,986.81
267,1.47,365.82,653.85,770.78,863.31,942.8,967.1,984.51,978.06,978.87,1027.1
268,1.38,380.33,687.67,804.5,825.48,914.86,937.02,954.06,977.35,958.65,1017.81
269,1.4,288.03,546.18,764.14,779.72,868.35,897.39,934.41,915.44,997.81,1007.98
270,1.55,373.01,632.01,751.4,880.19,921.13,916.83,964.05,947.69,1031.41,1005.76
271,1.07,150.89,250.31,403.11,575.43,673.97,749.48,722.58,755.27,865.79,874.01
272,1.1,137.76,392.98,524.86,555.55,761.39,739.07,743.93,896.69,946.45,830.9
273,1.53,423.51,715.26,797.02,863.83,868.93,958.01,986.14,970.4,1019.96,1030.2
274,1.2,267.48,585.23,624.09,817.89,799.21,898.31,883.82,967.0,978.79,965.34
275,1.2,309.73,571.15,734.59,808.16,894.56,935.19,953.0,936.34,967.79,986.81
276,1.21,192.58,487.17,589.37,733.92,702.54,808.1,871.94,887.26,978.71,893.7
277,1.18,192.18,525.46,718.45,780.23,886.68,818.77,824.43,929.8,976.75,987.23
278,1.27,184.05,588.01,657.46,816.97,856.75,828.52,923.56,956.07,968.36,965.78
279,1.24,273.05,528.72,743.44,790.04,810.16,828.92,913.67,958.48,957.19,967.08
280,1.02,89.03,335.38,350.99,557.91,443.62,630.53,643.09,774.29,741.92,819.46
281,1.54,373.5,662.01,813.78,845.43,885.51,943.85,975.24,988.03,967.95,1018.06
282,1.09,157.75,295.45,483.75,650.68,645.99,731.8,733.93,772.98,813.8,863.11
283,1.31,346.75,570.04,762.24,836.12,874.73,936.77,933.11,998.32,935.91,1016.81
284,1.31,203.17,425.0,657.84,751.64,837.1,829.67,882.73,897.92,956.27,966.81
285,1.13,207.53,461.02,648.67,714.27,749.99,859.31,883.66,876.4,854.3,924.7
286,1.36,283.79,576.87,772.19,874.65,895.77,957.63,942.44,958.96,998.33,987.29
287,1.14,134.72,399.34,523.82,648.0,606.85,729.88,783.33,744.19,784.91,830.8
288,1.53,401.42,662.19,755.19,857.27,897.02,966.79,985.15,946.06,956.57,1026.85
289,1.26,200.42,470.47,699.29,836.06,827.31,839.68,894.12,926.86,987.33,935.01
290,1.14,292.05,576.66,734.54,826.45,827.65,906.53,913.93,946.81,957.86,986.38
291,1.14,68.1,283.58,376.24,399.54,538.78,602.36,704.78,661.35,721.21,780.55
292,1.27,296.55,611.72,743.28,843.96,875.77,889.87,914.81,957.19,976.53,1017.64
293,1.0,46.9,218.69,237.41,289.05,452.57,485.36,504.38,489.65,608.16,634.58
294,1.06,128.69,383.97,518.0,641.45,674.39,760.48,784.67,846.68,824.26,819.85
295,1.11,176.6,460.94,606.57,689.38,820.29,818.79,823.44,855.34,864.83,913.23
296,1.13,241.08,498.96,648.34,797.38,836.96,927.89,932.64,945.72,945.59,956.94
297,1.06,202.37,486.27,664.8,752.26,749.87,859.96,883.04,947.36,853.34,924.82
298,1.59,422.46,717.49,831.99,889.3,931.13,956.02,973.47,935.41,1008.66,1009.21
