,0.001,0.011,0.021,0.031,0.041,0.051,0.061,0.071,0.081,0.091,0.101
RF,0.7252789421633199,0.8743518089434901,0.9162714468882871,0.918358016339462,0.9177961977104511,0.9143758434020661,0.9074246941261842,0.9093345858098955,0.9025265654261029,0.8910319065181312,0.8914877228039252
LR,0.7506764159206541,0.8769904759440379,0.8916833586214908,0.8439515661283062,0.8083960841470208,0.7820723669081697,0.7414281374890443,0.7447214234037705,0.7066046019228137,0.6957458929595445,0.6605296600807995
SGC,0.7470183605211178,0.8713298626905651,0.8840607932652444,0.8569353919573309,0.8287689475335617,0.8120201447602516,0.7774421627139754,0.7815004060071,0.7554357973299375,0.7469809435870315,0.6934027835634209
